V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V39F	V40	V40F	V41	V42	V43	V44	V45	V46	V47	V48	V48F	V49	V49F	V50	V51	V51F	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V76F	V77	V77F	V78	V78F	V79	V79F	V80	V80F	V81	V81F	V82	V82F	V83	V83F	V84	V84F	V85	V85F	V86	V86F	V87	V87F	V88	V88F	V89	V89F	V90	V90F	V91	V91F	V92	V93	V93F	V94	V94F	V95	V95F	V96	V96F	V97	V97F	V98	V98F	V99	V99F	V100	V100F	V101	V101F	V102	V102F	V103	V103F	V104	V105	V105F	V106	V107	V107F	V108	V108F	V109	V110	V110F	V111	V111F	V112	V112F	V113	V113F	V114	V115	V115F	V116	V116F	V117	V117F	V118	V118F	V119	V119F	V120	V120F	V121	V121F	V122	V122F	V123	V123F	V124	V124F	V125	V125F	V126	V126F	V127S	V127	V127F	V128	V128F	V129	V130	V130F	V131	V131F	V132	V132F	V133	V133F	V134	V134F	V135	V135F	V136	V136F	V137	V137F	V138	V138F	V139	V139F	V140	V140F	V141	V141F	V142	V142F	V143	V143F	V144	V144F	V145	V145F	V146	V146F	V147	V147F	V148	V148F	V149	V149F	V150	V150F	V151	V151F	V152	V152F	V153	V154	V154F	V155	V155F	V156	V156F	V157	V157F	V158	V158F	V159	V159F	V160	V160F	V161	V161F	V162	V162F	V163	V163F	V164	V164F	V165	V165F	V166	V166F	V167	V167F	V168	V168F	V169	V169F	V170	V170F	V171	V171F	V172	V173	V173F	V174	V174F	V175	V175F	V176	V176F	V177	V177F	V178	V178F	V179	V179F	V180	V180F	V181	V181F	V182	V182F	V183	V183F	V184	V184F	V185	V185F	V186	V186F	V187	V187F	V188	V188F	V189	V189F	V190	V190F	V191	V192	V192F	V193	V193F	V194	V194F	V195	V195F	V196	V196F	V197	V198	V198F	V199	V199F	V200	V200F	V201	V201F	V202S	V202	V202F	V203	V204	V204F	V205	V205F	V206	V207	V208	V209	V210	V210S	V211	V212	V212F	V213	V214	V214F	V215	V216	V217	V218	V219	V220	V221	V222	V223	V223S	V224	V225	V226	V227	V228	V229	V230	V231	V232	V233	V233S	V234	V235
070000000072900000000	CORRIGAN-RADGOWSKI CORRECTIONAL CENTER	 	 	 	UNCASVILLE	CT	06382	986 NORWICH-NEW LONDON TPKE	UNCASVILLE	CT	6382	999	999	9999	9999	999	999	9999	 	2	1	2	 	1	0	0	0	0	0	0	0	0	0	0	 	1	2	1591	0	9999	9	1994	0	0	0	0	1	9	9999	0	999	0	2	9999	0	9999	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	1481	0	0	0	1424	0	1424	0	9999	0	999	0	99	0	1424	0	430	0	647	0	337	0	4	0	6	0	999	0	999	0	999	8	 	1424	0	383	0	867	0	170	0	4	0	1424	0	947	1	159	0	318	0	1424	0	9999	0	1	58	0	2	999	0	27	0	2	999	0	999	0	9999	0	999	0	 	9999	0	9999	0	22	0	1394	1	8	0	999	0	9	0	1424	0	2	0	9	0	11	0	9	0	 	99	0	22	0	9	81	0	89	0	81	0	99	0	999	0	999	0	999	0	442	0	99	0	999	0	999	0	442	0	999	0	1	0	3	0	277	0	45	0	21	0	28	0	3	0	12	0	36	0	16	0	 	999	0	999	0	338	0	104	0	366	0	99	0	50	0	99	0	21	0	99	0	1	0	9	0	4	0	9	0	999	0	9	0	999	0	9	0	 	999	0	99	0	442	0	99	0	257	0	99	0	42	0	99	0	19	0	99	0	1	0	9	0	3	0	9	0	999	0	9	0	99	0	9	0	 	999	0	9	0	322	0	99	0	99999	8	9	999	8	0	0	9	0	0	0	 	0	0	1	99	9	999	9	0	1	0	0	0	 	0	9999	0	2	999	0	1	1	1	1	1	1	0	0	0	 	0	1	1	1	1	1	1	1	1	0	 	0	NEW LONDON CENSUS COUNTY
070000000073000000000	YORK CORRECTIONAL FACILITY	 	 	 	NIANTIC	CT	06357	201 W MAIN STREET	NIANTIC	CT	6357	999	999	9999	9999	999	999	9999	 	2	2	2	 	1	0	0	0	0	0	0	0	0	0	0	 	1	2	1414	0	9999	9	1918	0	0	0	0	1	9	9999	0	999	0	2	9999	9	9999	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	 	9	9999	0	0	1382	0	1296	0	9999	0	1282	0	999	0	14	0	1296	0	540	0	461	0	279	0	2	0	14	0	999	0	999	0	999	8	 	1296	0	367	0	418	0	497	0	14	0	1296	0	671	1	255	0	370	0	1296	0	0	0	1	77	0	2	999	0	1	0	2	999	0	999	0	9999	0	999	0	 	9999	0	9999	0	54	0	1241	0	1	0	999	0	9	0	1296	0	9999	0	46	0	8	0	9	0	 	99	0	54	0	1	81	0	89	0	81	0	99	0	999	0	999	0	999	0	511	0	99	0	999	0	999	0	511	0	999	0	2	0	2	0	244	0	122	0	42	0	28	0	10	0	15	0	11	0	35	0	 	999	0	999	0	309	0	202	0	411	0	99	0	70	0	99	0	26	0	99	0	99	0	9	0	4	0	9	0	999	0	9	0	999	0	9	0	 	999	0	99	0	511	0	99	0	286	0	99	0	53	0	99	0	24	0	99	0	99	0	9	0	3	0	9	0	999	0	9	0	99	0	9	0	 	999	0	9	0	366	0	99	0	99999	9	9	999	9	0	0	77	0	0	0	 	0	0	1	99	9	999	0	1	1	0	0	0	 	0	9999	9	2	999	0	1	1	1	1	1	1	0	0	0	 	0	1	1	1	1	1	1	1	1	0	 	0	NEW LONDON CENSUS COUNTY
076001666070780000000	DANBURY FCI & CAMP	 	 	 	DANBURY	CT	06811	ROUTE 37 33 1/2 PEMBROKE ROAD	DANBURY	CT	6811	999	999	9999	9999	999	999	9999	 	1	2	4	 	1	0	0	0	0	0	0	0	0	0	0	 	1	2	654	0	9999	9	1940	0	0	0	0	0	9	9999	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	0	0	14404	0	1398	0	1398	0	0	0	0	0	0	0	1398	0	775	0	579	0	9999	0	12	0	32	0	999	0	999	9	999	0	 	1398	0	9999	0	9999	0	1398	0	9999	0	1398	0	1331	0	25	0	42	0	1398	0	0	0	1	563	0	2	999	0	0	9	1	999	9	999	9	9999	9	0	0	 	9999	0	9999	0	9999	0	9999	0	9999	0	999	0	9	0	9999	0	9999	0	9999	0	999	0	9	0	 	99	0	9999	0	9	9999	0	999	0	999	0	99	0	999	0	999	0	999	0	241	0	0	0	7	0	0	0	248	0	0	0	4	0	3	0	77	0	25	0	42	0	18	0	8	0	3	0	26	0	18	0	NOT SPECIFIED	13	0	11	0	170	0	78	0	192	0	99	0	23	0	99	0	19	0	99	0	2	0	9	0	5	0	9	0	0	0	9	0	999	9	9	0	 	999	0	99	0	241	0	99	0	82	0	99	0	9	0	99	0	10	0	99	0	0	0	9	0	1	0	9	0	0	0	9	0	99	9	9	0	 	999	0	9	0	102	0	99	0	127	0	1	1	0	0	0	24	0	0	0	 	0	0	9	0	0	0	0	1	1	0	0	0	 	0	9999	0	2	999	0	1	1	1	1	1	1	1	0	0	 	0	1	1	1	1	1	1	1	1	0	 	0	FAIRFIELD CENSUS COUNTY
078000000073200000000	ISAIAH HOUSE I & II	 	 	 	BRIDGEPORT	CT	06601	112 CLINTON AVENUE	BRIDGEPORT	CT	6605	999	999	9999	9999	999	999	9999	 	5	1	4	 	0	0	0	0	0	1	0	0	0	0	0	 	6	1	30	1	30	1	1890	0	0	0	0	1	9	9999	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	30	1	0	0	30	0	30	0	0	8	0	8	0	8	30	0	5	0	19	0	5	0	0	0	0	0	0	0	0	0	1	0	HAITIAN	30	0	0	0	0	0	30	0	0	0	30	0	30	0	0	0	0	0	30	0	0	0	1	1	0	2	999	0	0	0	2	999	0	999	0	9999	0	999	0	 	9999	0	9999	0	0	0	30	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	 	0	0	0	0	1	9999	0	999	0	999	0	62	0	999	0	999	0	999	0	12	0	5	0	0	0	1	0	12	0	6	0	2	0	0	0	5	0	1	0	1	0	3	0	0	0	0	0	6	0	0	0	 	0	0	0	0	14	0	4	0	1	0	0	0	10	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	12	0	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	6	0	23	0	2	999	0	0	0	0	0	0	0	 	0	0	2	99	0	12	0	0	0	0	0	1	WORK RELEASE PROGRAM	0	0	0	1	21	0	0	0	0	0	0	0	0	0	0	 	1	1	1	0	1	0	1	1	0	0	 	0	FAIRFIELD CENSUS COUNTY
078000000073300000000	MAPLE STREET HOUSE	 	 	 	BRIDGEPORT	CT	06608	575 MAPLE STREET	BRIDGEPORT	CT	6608	999	999	9999	9999	999	999	9999	 	5	1	4	COMMUNITY CORRECTONS	0	0	0	0	0	1	0	0	0	0	0	 	6	1	61	0	61	0	1987	0	0	0	0	1	9	9999	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	61	1	0	0	61	1	9999	9	9999	9	999	9	99	9	61	1	9999	9	9999	9	9999	9	999	9	999	9	999	9	999	9	999	9	 	61	1	9999	9	9999	9	9999	9	9999	9	61	1	9999	9	9999	9	999	9	61	0	9999	0	9	0	0	9	999	0	0	0	9	999	0	999	0	9999	0	999	0	 	9999	0	9999	0	9999	0	9999	0	9999	0	999	0	9	0	9999	0	9999	0	9999	0	999	0	9	0	 	99	0	9999	0	9	9999	0	999	0	999	0	99	0	999	0	999	0	999	0	12	0	99	0	999	0	999	0	12	0	999	0	99	0	99	0	2	0	1	0	1	0	1	0	99	0	99	0	2	0	3	0	NIGHTWATCHMEN	1	0	1	0	6	0	6	0	9999	0	99	0	9999	0	99	0	999	0	99	0	99	0	9	0	999	0	9	0	999	0	9	0	999	0	9	0	 	999	0	99	0	9999	0	99	0	999	0	99	0	9999	0	99	0	999	0	99	0	99	0	9	0	99	0	9	0	999	0	9	0	99	0	9	0	 	999	0	9	0	9999	0	99	0	99999	0	9	999	0	9	0	999	0	99	0	 	999	0	9	99	0	999	0	0	0	0	0	0	 	0	9999	0	9	999	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	 	0	FAIRFIELD CENSUS COUNTY
078000000073400000000	MARY MAGDALENE HOUSE	 	 	 	BRIDGEPORT	CT	06605	1986 NORTH AVENUE	BRIDGEPORT	CT	6604	999	999	9999	9999	999	999	9999	 	5	2	4	COMMUNITY RESIDENCE	0	0	0	0	0	1	0	0	0	0	0	 	6	1	15	0	15	0	1920	0	0	0	0	1	9	9999	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	0	0	15	0	15	0	0	0	15	0	0	0	0	0	15	0	6	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	 	15	0	0	0	0	0	15	0	0	0	15	0	9999	9	9999	9	999	9	15	0	0	0	2	0	0	2	999	0	0	0	2	999	0	999	0	9999	0	999	0	 	9999	0	9999	0	0	0	15	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	 	0	0	0	0	9	9999	0	999	0	999	0	80	0	999	0	999	0	999	0	5	0	5	0	0	0	0	0	5	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5	0	 	0	0	0	0	4	0	6	0	1	0	4	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	5	0	5	0	999	0	99	0	9999	0	99	0	999	0	99	0	99	0	9	0	99	0	9	0	999	0	9	0	99	0	9	0	 	999	0	9	0	0	8	99	0	4	0	2	999	0	0	0	0	0	0	0	 	0	0	2	99	0	1	0	0	0	0	0	1	CLERICAL, FACTORY, FOOD SERVICE	0	15	0	1	15	0	1	1	1	0	1	1	0	1	1	REFERRED OUT TO COMMUNITY RESOURCES	0	1	1	0	1	0	1	1	1	1	VOL. SPIRITURAL COUNSEL/BIBLE STUDY,CHURCH , AFTERCARE SERVICES	0	FAIRFIELD CENSUS COUNTY
078000000073500000000	NEON HALFWAY HOUSE	 	 	 	NORWALK	CT	 	100 SOUTH MAIN STREET	NORWALK	CT	6854	999	999	9999	9999	999	999	9999	 	5	1	4	 	0	0	0	0	0	1	0	0	0	0	0	 	6	1	27	0	27	0	1941	0	0	0	0	1	9	9999	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	27	0	0	0	27	0	9999	9	9999	9	999	9	99	9	27	1	9999	9	9999	9	9999	9	999	9	999	9	999	9	999	9	999	9	 	27	1	9999	9	9999	9	9999	9	9999	9	27	1	9999	9	9999	9	999	9	27	1	9999	0	9	0	0	9	999	0	0	0	9	999	0	999	0	9999	0	999	0	 	9999	0	9999	0	9999	0	9999	0	9999	0	999	0	9	0	9999	0	9999	0	9999	0	999	0	9	0	 	99	0	9999	0	9	9999	0	999	0	999	0	99	0	999	0	999	0	999	0	9999	0	99	0	999	0	999	0	9999	0	999	0	2	0	99	0	999	0	999	0	999	0	999	0	99	0	99	0	7	0	999	0	 	999	0	999	0	9	0	999	0	9999	0	99	0	9999	0	99	0	999	0	99	0	99	0	9	0	999	0	9	0	999	0	9	0	999	0	9	0	 	999	0	99	0	9999	0	99	0	999	0	99	0	9999	0	99	0	999	0	99	0	99	0	9	0	99	0	9	0	999	0	9	0	99	0	9	0	 	999	0	9	0	9999	0	99	0	99999	0	9	999	0	9	0	999	0	99	0	 	999	0	9	99	0	999	0	0	0	0	0	0	 	0	9999	0	9	999	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	 	0	FAIRFIELD CENSUS COUNTY
078000000073600000000	QUINLAN COTTAGE	 	 	 	NORWALK	CT	 	8 LEWIS STREET	NORWALK	CT	6851	999	999	9999	9999	999	999	9999	 	5	2	4	 	0	0	0	0	0	1	0	0	0	0	0	 	6	1	12	0	12	0	 	0	0	0	0	0	9	9999	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	0	0	7	1	7	1	9999	9	9999	9	999	9	99	9	7	1	9999	9	9999	9	9999	9	999	9	999	9	999	9	999	9	999	9	 	7	1	9999	9	9999	9	9999	9	9999	9	7	1	9999	9	9999	9	999	9	7	0	9999	0	9	0	0	9	999	0	0	0	9	999	0	999	0	9999	0	999	0	 	9999	0	9999	0	9999	0	9999	0	9999	0	999	0	9	0	9999	0	9999	0	9999	0	999	0	9	0	 	99	0	9999	0	9	9999	0	999	0	999	0	99	0	999	0	999	0	999	0	9999	0	99	0	999	0	999	0	9999	0	999	0	99	0	2	1	999	0	999	0	999	0	999	0	99	0	99	0	999	0	999	0	PROFESSIONAL/OTHER/UNK	999	0	12	1	9999	0	14	1	9999	0	99	0	9999	0	99	0	999	0	99	0	99	0	9	0	999	0	9	0	999	0	9	0	999	0	9	0	 	999	0	99	0	9999	0	99	0	999	0	99	0	9999	0	99	0	999	0	99	0	99	0	9	0	99	0	9	0	999	0	9	0	99	0	9	0	 	999	0	9	0	9999	0	99	0	99999	0	9	999	0	9	0	999	0	99	0	 	999	0	9	99	0	999	0	0	0	0	0	0	 	0	9999	0	9	999	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	 	0	FAIRFIELD CENSUS COUNTY
078000000073700000000	BERMAN TREATMENT CENTER	 	 	 	HARTFORD	CT	 	140 SARGEANT STREET	HARTFORD	CT	6105	999	999	9999	9999	999	999	9999	 	5	1	4	 	0	1	0	0	0	0	0	0	0	0	0	 	2	3	18	0	18	0	 	0	0	0	0	0	9	9999	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	18	0	0	0	18	1	9999	9	9999	9	999	9	99	9	18	1	9999	9	9999	9	9999	9	999	9	999	9	999	9	999	9	999	9	 	18	1	9999	9	9999	9	9999	9	9999	9	18	1	9999	9	9999	9	999	9	18	1	9999	0	9	0	0	9	999	0	0	0	9	999	0	999	0	9999	0	999	0	 	9999	0	9999	0	9999	0	9999	0	9999	0	999	0	9	0	9999	0	9999	0	9999	0	999	0	9	0	 	99	0	9999	0	9	9999	0	999	0	999	0	99	0	999	0	999	0	999	0	9999	0	99	0	999	0	999	0	9999	0	999	0	1	0	1	0	999	0	999	0	999	0	999	0	99	0	99	0	999	0	1	0	OTHER/UNK	8	0	3	0	9	1	5	1	9999	0	99	0	9999	0	99	0	999	0	99	0	99	0	9	0	999	0	9	0	999	0	9	0	999	0	9	0	 	999	0	99	0	9999	0	99	0	999	0	99	0	9999	0	99	0	999	0	99	0	99	0	9	0	99	0	9	0	999	0	9	0	99	0	9	0	 	999	0	9	0	9999	0	99	0	99999	0	9	999	0	9	0	999	0	99	0	 	999	0	9	99	0	999	0	0	0	0	0	0	 	0	9999	0	9	999	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	 	0	HARTFORD CENSUS COUNTY
078000000073900000000	HARTFORD HOUSE	 	 	 	HARTFORD	CT	06112	10 IRVING STREET	HARTFORD	CT	6112	999	999	9999	9999	999	999	9999	 	5	2	4	HALFWAY HOUSE	0	0	0	0	0	1	0	0	0	0	0	 	6	1	23	0	23	0	1940	0	0	0	0	1	9	9999	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	0	0	23	1	23	0	0	0	23	0	0	0	0	0	23	0	9	0	9	0	5	0	999	0	999	0	999	0	999	0	999	0	 	23	0	0	0	0	0	23	0	0	0	23	0	0	0	23	0	0	0	23	0	0	0	2	0	0	2	999	0	0	0	2	999	0	999	0	9999	0	999	0	 	9999	0	9999	0	5	0	18	0	9999	0	999	0	9	0	23	0	5	0	9999	0	999	0	9	0	 	99	0	5	0	1	80	0	999	0	999	0	72	0	999	0	999	0	999	0	9	0	3	0	0	0	0	0	9	0	3	0	99	0	1	0	999	0	999	0	999	0	999	0	99	0	99	0	2	0	1	0	HUMAN SERVICES	999	0	8	1	2	0	10	0	4	0	1	0	4	0	2	0	1	0	99	0	99	0	9	0	999	0	9	0	999	0	9	0	999	0	9	0	 	999	0	99	0	9	0	3	0	999	0	99	0	9999	0	99	0	999	0	99	0	99	0	9	0	99	0	9	0	999	0	9	0	99	0	9	0	 	999	0	9	0	0	0	0	0	6	0	2	999	0	0	0	0	0	0	0	 	0	0	2	99	0	4	0	0	0	0	0	0	 	1	0	0	1	23	0	0	0	0	0	0	0	0	1	0	 	0	1	1	0	1	0	1	1	1	0	 	0	HARTFORD CENSUS COUNTY
078000000074000000000	JOHNSON/SILLIMAN HOUSE	 	 	 	HARTFORD	CT	06106	205-199 RETREAT AVENUE	HARTFORD	CT	6106	999	999	9999	9999	999	999	9999	 	5	1	4	 	0	0	0	0	0	1	0	0	0	0	0	 	6	1	24	0	24	0	9999	0	0	0	0	1	9	9999	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	24	0	0	0	24	0	24	0	0	0	0	0	0	0	24	0	4	0	13	0	7	0	0	0	0	0	0	0	0	0	0	0	 	24	0	0	0	0	0	24	0	0	0	24	0	0	0	24	0	0	0	24	0	0	0	9	0	9	2	999	0	0	9	2	999	0	999	0	9999	0	999	0	 	9999	0	9999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	2	9999	0	999	0	999	0	99	0	999	0	999	0	999	0	8	0	4	0	0	0	0	0	8	0	4	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0	2	0	 	0	0	0	0	8	0	4	0	3	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	8	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	99999	9	2	999	0	0	0	0	0	0	0	 	0	0	2	99	0	999	9	0	0	0	0	0	 	1	9999	9	1	999	0	0	0	0	0	0	0	0	0	1	OUTSIDE CLASSES	0	1	1	0	0	0	1	1	0	0	 	0	HARTFORD CENSUS COUNTY
078000000074100000000	WALTER S. BROOKS HOUSE	 	 	 	NEW HAVEN	CT	06519	8 BALDWIN STREET	NEW HAVEN	CT	6519	999	999	9999	9999	999	999	9999	 	5	1	4	 	0	0	0	0	0	1	0	0	0	0	0	 	6	1	67	1	67	1	9999	0	0	1	0	0	1	9999	0	999	0	1	67	0	2004	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	2	9999	65	1	0	0	66	1	66	1	0	0	0	0	0	0	66	1	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	 	66	1	0	0	0	0	66	1	0	0	66	1	0	9	0	9	0	1	66	1	0	1	9	0	9	2	999	0	0	9	2	999	0	999	0	9999	0	999	0	 	9999	0	9999	0	0	0	66	0	0	0	0	0	0	0	66	1	0	1	0	1	0	1	0	1	 	0	1	0	1	2	9999	0	999	0	999	0	99	0	999	0	999	0	999	0	12	1	20	1	0	1	0	1	12	1	20	1	5	1	0	0	19	1	0	0	0	0	2	1	1	1	0	0	4	0	1	1	 	0	0	0	0	29	1	3	1	7	1	1	1	5	1	18	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	12	1	20	1	1	1	1	1	1	1	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	2	1	17	1	0	9	2	999	0	0	1	0	1	0	1	 	0	1	2	99	0	27	1	0	0	0	0	0	 	1	0	1	1	49	1	0	0	0	0	0	0	0	0	1	REFERRED TO OUTSIDE SCHOOLING	0	1	0	0	0	0	1	1	0	0	 	0	NEW HAVEN CENSUS COUNTY
078000000074200000000	ROGER SHERMAN HOUSE	 	 	 	NEW HAVEN	CT	 	48 HOWE STREET	NEW HAVEN	CT	6511	999	999	9999	9999	999	999	9999	 	5	1	4	 	0	0	0	0	0	1	0	0	0	0	0	 	99	1	61	0	61	0	 	0	0	0	0	0	9	9999	0	999	0	2	9999	0	9999	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	61	0	0	0	61	0	9999	9	9999	9	999	9	99	9	61	1	9999	9	9999	9	9999	9	999	9	999	9	999	9	999	9	999	9	 	61	1	9999	9	9999	9	9999	9	9999	9	61	1	9999	9	9999	9	999	9	61	0	9999	0	9	0	0	9	999	0	0	0	9	999	0	999	0	9999	0	999	0	 	9999	0	9999	0	9999	0	9999	0	9999	0	999	0	9	0	9999	0	9999	0	9999	0	999	0	9	0	 	99	0	9999	0	9	9999	0	999	0	999	0	99	0	999	0	999	0	999	0	9999	0	99	0	999	0	999	0	9999	0	999	0	1	1	2	1	999	0	999	0	999	0	999	0	99	0	99	0	18	1	999	0	KITCHEN STAFF	999	0	2	0	19	1	4	1	9999	0	99	0	9999	0	99	0	999	0	99	0	99	0	9	0	999	0	9	0	999	0	9	0	999	0	9	0	 	999	0	99	0	9999	0	99	0	999	0	99	0	9999	0	99	0	999	0	99	0	99	0	9	0	99	0	9	0	999	0	9	0	99	0	9	0	 	999	0	9	0	9999	0	99	0	99999	0	9	999	0	9	0	999	0	99	0	 	999	0	9	99	0	999	0	0	0	0	0	0	 	0	9999	0	9	999	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	 	0	NEW HAVEN CENSUS COUNTY
078000000074300000000	SIERRA CENTER MH & WR	 	 	 	NEW HAVEN	CT	06511	48 HOWE STREET	NEW HAVEN	CT	6511	999	999	9999	9999	999	999	9999	 	5	1	4	 	1	1	0	0	1	1	0	0	0	0	0	 	6	1	30	0	30	0	1915	0	0	0	0	1	9	9999	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	29	0	0	0	30	0	30	0	0	0	0	0	0	0	30	0	10	0	14	0	6	0	0	0	0	0	0	0	0	0	0	0	 	30	0	0	0	0	0	0	0	30	0	30	0	30	0	0	0	0	0	30	0	0	0	2	0	0	2	999	0	2	0	2	999	0	999	0	9999	0	999	0	 	9999	0	9999	0	0	0	30	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	 	0	0	0	0	1	9999	0	999	0	999	0	71	0	999	0	999	0	999	0	12	0	2	0	0	0	0	0	12	0	2	0	2	0	0	0	2	0	3	0	0	0	2	0	0	0	1	0	0	0	2	0	other	0	0	2	0	4	0	10	0	7	0	0	0	3	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	12	0	2	0	2	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	999	0	0	0	3	0	2	0	11	0	2	999	0	0	0	0	0	0	0	 	0	0	2	99	0	8	0	0	0	0	0	1	WORK RELEASE - COMMUNITY	0	18	0	1	30	0	1	1	1	0	0	1	0	1	0	 	0	1	1	1	1	0	1	1	1	1	CBT, MOT. ENHANCEMENT	0	NEW HAVEN CENSUS COUNTY
078000000074400000000	BROOKLYN BRIDGE PROGRAM	 	 	 	BROOKLYN	CT	06234	PO BOX 78476	BROOKLYN	CT	6234	999	999	9999	9999	999	999	9999	 	5	1	4	 	0	1	0	0	0	0	0	0	0	0	0	 	2	2	36	0	36	0	1992	0	0	0	0	1	9	9999	0	999	0	1	36	0	1992	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	 	2	9999	36	0	0	0	36	0	36	0	0	0	0	0	0	0	36	0	13	0	10	0	13	0	0	0	0	0	0	0	0	0	0	0	 	36	0	0	0	0	0	36	0	0	0	36	0	36	0	0	0	0	0	36	0	0	0	1	2	0	2	999	0	3	0	2	999	0	999	0	9999	0	999	0	 	9999	0	9999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	1	0	0	0	0	0	0	85	0	0	0	0	0	0	0	10	0	12	0	0	0	0	0	10	0	12	0	0	0	1	1	9	0	3	0	2	1	2	1	0	0	0	0	2	0	3	0	 	0	0	0	0	13	0	9	0	4	0	7	0	4	0	2	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	11	0	11	0	5	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	12	0	0	0	9	0	2	999	0	0	0	0	0	0	0	 	0	0	2	1	0	0	0	0	1	1	1	0	 	0	6	0	1	6	0	0	0	1	0	1	0	0	1	0	 	0	1	1	1	1	0	1	1	1	0	 	0	 
